elapsed_s,voltage_V,current_A,temp_bat1_C,soc_cc_pct,soc_jk_pct,soc_ekf_pct,err_jk_pct,err_ekf_pct,v_pred_V
1148.242,26.492,4.88,28.6,37.3121,38.0,37.5651,-0.6879,-0.2531,26.48907
1149.268,26.49,4.88,28.6,37.3187,38.0,37.5718,-0.6813,-0.2531,26.48872
1150.291,26.49,4.88,28.6,37.3254,38.0,37.5786,-0.6746,-0.2532,26.48679
1151.236,26.492,4.88,28.6,37.3316,38.0,37.585,-0.6684,-0.2534,26.48703
1152.245,26.486,4.92,28.6,37.3382,38.0,37.5915,-0.6618,-0.2533,26.4897
1153.266,26.492,4.92,28.6,37.3449,38.0,37.5988,-0.6551,-0.2539,26.48297
1154.293,26.492,4.92,28.6,37.3517,38.0,37.6056,-0.6483,-0.2539,26.48876
1155.309,26.489,4.88,28.6,37.3583,38.0,37.6122,-0.6417,-0.2539,26.48791
1156.242,26.49,4.92,28.6,37.3644,38.0,37.6184,-0.6356,-0.254,26.48703
1157.257,26.492,4.92,28.6,37.3711,38.0,37.6253,-0.6289,-0.2542,26.48688
1158.278,26.495,4.88,28.6,37.3777,38.0,37.6324,-0.6223,-0.2546,26.4879
1159.306,26.489,4.92,28.6,37.3845,38.0,37.639,-0.6155,-0.2545,26.49259
1160.252,26.489,4.92,28.6,37.3907,38.0,37.6453,-0.6093,-0.2546,26.48615
1161.256,26.492,4.92,28.6,37.3973,38.0,37.6522,-0.6027,-0.2549,26.48596
1162.27,26.498,4.88,28.6,37.4039,38.0,37.6595,-0.5961,-0.2555,26.48793
1163.296,26.493,4.92,28.6,37.4107,38.0,37.6661,-0.5893,-0.2555,26.49553
1164.319,26.492,4.88,28.6,37.4173,38.0,37.6729,-0.5827,-0.2556,26.48892
1165.259,26.495,4.88,28.6,37.4235,38.0,37.6793,-0.5765,-0.2558,26.48906
1166.371,26.493,4.92,28.6,37.4308,38.0,37.6866,-0.5692,-0.2559,26.49236
1167.288,26.493,4.92,28.6,37.4368,38.0,37.6927,-0.5632,-0.2559,26.49016
1168.312,26.495,4.88,28.6,37.4435,38.0,37.6997,-0.5565,-0.2562,26.48891
1169.336,26.493,4.88,28.6,37.4501,38.0,37.7064,-0.5499,-0.2562,26.49173
1170.267,26.495,4.88,28.6,37.4562,38.0,37.7126,-0.5438,-0.2564,26.49009
1171.281,26.496,4.88,28.6,37.4628,38.0,37.7194,-0.5372,-0.2566,26.49177
1172.312,26.496,4.88,28.6,37.4695,38.0,37.7262,-0.5305,-0.2567,26.4927
1173.33,26.496,4.88,28.6,37.4762,38.0,37.7329,-0.5238,-0.2567,26.49275
1174.277,26.495,4.88,28.6,37.4823,38.0,37.7391,-0.5177,-0.2568,26.49298
1175.277,26.498,4.88,28.6,37.4889,38.0,37.7459,-0.5111,-0.2571,26.49185
1176.304,26.495,4.88,28.6,37.4955,38.0,37.7526,-0.5045,-0.2571,26.49468
1177.324,26.496,4.92,28.6,37.5023,38.0,37.7594,-0.4977,-0.2572,26.49271
1178.353,26.495,4.88,28.6,37.509,38.0,37.7662,-0.491,-0.2572,26.49187
1179.281,26.495,4.88,28.6,37.515,38.0,37.7723,-0.485,-0.2573,26.49208
1180.297,26.496,4.88,28.6,37.5216,38.0,37.7791,-0.4784,-0.2575,26.49181
1181.316,26.498,4.88,28.6,37.5283,38.0,37.7859,-0.4717,-0.2577,26.49278
1182.34,26.498,4.88,28.6,37.5349,38.0,37.7927,-0.4651,-0.2578,26.49472
1183.284,26.498,4.88,28.6,37.5411,38.0,37.7989,-0.4589,-0.2578,26.49498
1184.293,26.496,4.92,28.6,37.5477,38.0,37.8056,-0.4523,-0.2578,26.49569
1185.328,26.496,4.92,28.6,37.5545,38.0,37.8124,-0.4455,-0.2579,26.4928
1186.336,26.496,4.92,28.6,37.5611,38.0,37.8191,-0.4389,-0.258,26.49288
1187.361,26.498,4.88,28.6,37.5678,38.0,37.8261,-0.4322,-0.2583,26.49192
1188.304,26.498,4.88,28.6,37.574,38.0,37.8323,-0.426,-0.2584,26.49499
1189.307,26.498,4.88,28.6,37.5805,38.0,37.839,-0.4195,-0.2585,26.49482
1190.329,26.498,4.88,28.6,37.5872,38.0,37.8457,-0.4128,-0.2585,26.49476
1191.361,26.496,4.88,28.6,37.5939,38.0,37.8524,-0.4061,-0.2585,26.49474
1192.385,26.496,4.88,28.6,37.6006,38.0,37.8592,-0.3994,-0.2586,26.49282
1193.319,26.498,4.88,28.6,37.6067,38.0,37.8655,-0.3933,-0.2588,26.49309
1194.326,26.498,4.88,28.6,37.6132,38.0,37.8721,-0.3868,-0.2589,26.49482
1195.354,26.5,4.92,28.6,37.62,38.0,37.879,-0.38,-0.2591,26.49568
1196.371,26.5,4.88,28.6,37.6266,38.0,37.8858,-0.3734,-0.2592,26.49588
1197.403,26.501,4.88,28.6,37.6333,38.0,37.8927,-0.3667,-0.2593,26.49671
1198.424,26.496,4.92,28.6,37.64,38.0,37.8993,-0.36,-0.2593,26.49863
1199.341,26.496,4.92,28.6,37.6461,38.0,37.9054,-0.3539,-0.2594,26.49323
1200.366,26.496,4.88,28.6,37.6527,38.0,37.9122,-0.3473,-0.2595,26.49197
1201.392,26.498,4.88,28.6,37.6594,38.0,37.9191,-0.3406,-0.2597,26.49284
1202.332,26.5,4.88,28.6,37.6656,38.0,37.9255,-0.3344,-0.2599,26.49506
1203.339,26.5,4.88,28.6,37.6721,38.0,37.9321,-0.3279,-0.26,26.49681
1204.363,26.501,4.88,28.6,37.6788,38.0,37.9389,-0.3212,-0.2601,26.49677
1205.385,26.501,4.88,28.6,37.6855,38.0,37.9457,-0.3145,-0.2602,26.49775
1206.333,26.501,4.88,28.6,37.6916,38.0,37.9519,-0.3084,-0.2603,26.49799
1207.336,26.503,4.88,28.6,37.6982,38.0,37.9587,-0.3018,-0.2605,26.49782
1208.352,26.5,4.88,28.6,37.7048,38.0,37.9653,-0.2952,-0.2605,26.49973
1209.378,26.501,4.92,28.6,37.7115,38.0,37.9721,-0.2885,-0.2606,26.49771
1210.41,26.501,4.88,28.6,37.7183,38.0,37.979,-0.2817,-0.2607,26.49687
1211.343,26.501,4.88,28.6,37.7243,38.0,37.9851,-0.2757,-0.2608,26.49805
1212.346,26.503,4.88,28.6,37.7309,38.0,37.9919,-0.2691,-0.261,26.49784
1213.374,26.503,4.88,28.6,37.7376,38.0,37.9987,-0.2624,-0.2611,26.49971
1214.395,26.501,4.92,28.6,37.7443,38.0,38.0054,-0.2557,-0.2611,26.50066
1215.422,26.501,4.88,28.6,37.751,38.0,38.0122,-0.249,-0.2612,26.49692
1216.351,26.503,4.88,28.6,37.757,38.0,38.0185,-0.243,-0.2614,26.49808
1217.473,26.506,4.92,28.6,37.7644,38.0,38.0261,-0.2356,-0.2617,26.50035
1218.392,26.506,4.92,28.6,37.7705,38.0,38.0322,-0.2295,-0.2618,26.50304
1219.411,26.504,4.88,28.6,37.7771,38.0,38.0389,-0.2229,-0.2618,26.50183
1220.441,26.501,4.88,28.6,37.7838,38.0,38.0456,-0.2162,-0.2618,26.50072
1221.376,26.503,4.88,28.6,37.7899,38.0,38.0519,-0.2101,-0.262,26.4981
1222.383,26.506,4.92,28.6,37.7965,38.0,38.0587,-0.2035,-0.2622,26.50073
1223.414,26.501,4.92,28.6,37.8033,38.0,38.0655,-0.1967,-0.2622,26.50271
1224.435,26.501,4.92,28.6,37.81,38.0,38.0723,-0.19,-0.2623,26.4979
1225.458,26.506,4.84,28.6,37.8166,38.0,38.0795,-0.1834,-0.2629,26.49605
1226.391,26.507,4.88,28.6,37.8227,38.0,38.0857,-0.1773,-0.263,26.50385
1227.409,26.504,4.88,28.6,37.8293,38.0,38.0923,-0.1707,-0.263,26.50371
1228.425,26.507,4.92,28.6,37.836,38.0,38.0992,-0.164,-0.2632,26.50172
1229.449,26.507,4.88,28.6,37.8427,38.0,38.1061,-0.1573,-0.2634,26.50282
1230.475,26.509,4.88,28.6,37.8494,38.0,38.113,-0.1506,-0.2636,26.5037
1231.396,26.509,4.88,28.6,37.8554,38.0,38.119,-0.1446,-0.2637,26.50598
1232.418,26.504,4.88,28.6,37.862,38.0,38.1257,-0.138,-0.2637,26.50567
1233.445,26.506,4.88,28.6,37.8687,38.0,38.1326,-0.1313,-0.2639,26.5008
1234.47,26.509,4.88,28.6,37.8754,38.0,38.1396,-0.1246,-0.2642,26.50274
1235.4,26.507,4.88,28.6,37.8815,38.0,38.1457,-0.1185,-0.2642,26.50597
1236.421,26.509,4.84,28.6,37.8881,38.0,38.1526,-0.1119,-0.2645,26.50284
1237.437,26.509,4.84,28.6,37.8946,38.0,38.1592,-0.1054,-0.2646,26.50566
1238.46,26.506,4.88,28.6,37.9013,39.0,38.1659,-1.0987,-0.2646,26.50656
1239.403,26.507,4.88,28.6,37.9074,39.0,38.1722,-1.0926,-0.2647,26.50304
1240.409,26.506,4.88,28.6,37.914,39.0,38.1788,-1.086,-0.2648,26.5038
1241.428,26.509,4.92,28.6,37.9207,39.0,38.1857,-1.0793,-0.265,26.50371
1242.461,26.51,4.92,28.6,37.9275,39.0,38.1926,-1.0725,-0.2651,26.50571
1243.478,26.51,4.92,28.6,37.9342,39.0,38.1994,-1.0658,-0.2652,26.50675
1244.42,26.509,4.88,28.6,37.9403,39.0,38.2056,-1.0597,-0.2653,26.50608
1245.426,26.509,4.88,28.6,37.9469,39.0,38.2122,-1.0531,-0.2654,26.50578
1246.455,26.512,4.92,28.6,37.9536,39.0,38.2192,-1.0464,-0.2656,26.50662
1247.473,26.51,4.88,28.6,37.9603,39.0,38.2259,-1.0397,-0.2657,26.5078
1248.419,26.509,4.88,28.6,37.9664,39.0,38.2321,-1.0336,-0.2657,26.50696
1249.523,26.509,4.88,28.6,37.9736,39.0,38.2394,-1.0264,-0.2658,26.50549
1250.444,26.509,4.88,28.6,37.9796,39.0,38.2455,-1.0204,-0.2659,26.50606
1251.464,26.51,4.88,28.6,37.9863,39.0,38.2523,-1.0137,-0.266,26.50576
1252.493,26.509,4.92,28.6,37.993,39.0,38.2591,-1.007,-0.266,26.50762
1253.431,26.509,4.88,28.6,37.9991,39.0,38.2653,-1.0009,-0.2661,26.50516
1254.434,26.51,4.88,28.6,38.0057,39.0,38.272,-0.9943,-0.2663,26.50582
1255.464,26.51,4.88,28.6,38.0124,39.0,38.2788,-0.9876,-0.2664,26.50671
1256.485,26.51,4.88,28.6,38.0191,39.0,38.2855,-0.9809,-0.2665,26.50675
1257.506,26.51,4.88,28.6,38.0257,39.0,38.2923,-0.9743,-0.2665,26.50675
1258.439,26.51,4.88,28.6,38.0318,39.0,38.2984,-0.9682,-0.2666,26.50703
1259.455,26.51,4.88,28.6,38.0384,39.0,38.3051,-0.9616,-0.2667,26.50678
1260.475,26.51,4.92,28.6,38.0451,39.0,38.3119,-0.9549,-0.2667,26.50768
1261.504,26.51,4.88,28.6,38.0518,39.0,38.3187,-0.9482,-0.2669,26.50588
1262.53,26.512,4.88,28.6,38.0585,39.0,38.3256,-0.9415,-0.2671,26.50676
1263.455,26.512,4.88,28.6,38.0645,39.0,38.3317,-0.9355,-0.2672,26.50903
1264.472,26.512,4.88,28.6,38.0712,39.0,38.3384,-0.9288,-0.2673,26.50875
1265.494,26.51,4.88,28.6,38.0778,39.0,38.3451,-0.9222,-0.2673,26.50874
1266.518,26.512,4.88,28.6,38.0845,39.0,38.352,-0.9155,-0.2675,26.50679
1267.463,26.512,4.88,28.6,38.0907,39.0,38.3582,-0.9093,-0.2676,26.50898
1268.471,26.512,4.88,28.6,38.0972,39.0,38.3649,-0.9028,-0.2677,26.50879
1269.488,26.512,4.88,28.6,38.1039,39.0,38.3716,-0.8961,-0.2677,26.50877
1270.51,26.513,4.92,28.6,38.1106,39.0,38.3784,-0.8894,-0.2678,26.50967
1271.541,26.51,4.92,28.6,38.1173,39.0,38.3852,-0.8827,-0.2678,26.50975
1272.482,26.516,4.88,28.6,38.1235,39.0,38.392,-0.8765,-0.2685,26.5062
1273.481,26.512,4.88,28.6,38.13,39.0,38.3985,-0.87,-0.2685,26.51273
1274.51,26.513,4.88,28.6,38.1367,39.0,38.4053,-0.8633,-0.2686,26.50877
1275.531,26.513,4.88,28.6,38.1434,39.0,38.4121,-0.8566,-0.2687,26.50975
1276.554,26.513,4.88,28.6,38.15,39.0,38.4188,-0.85,-0.2688,26.50975
1277.496,26.513,4.92,28.6,38.1562,39.0,38.425,-0.8438,-0.2688,26.51092
1278.499,26.515,4.92,28.6,38.1628,39.0,38.4318,-0.8372,-0.269,26.50987
1279.527,26.512,4.92,28.6,38.1696,39.0,38.4386,-0.8304,-0.269,26.51174
1280.545,26.515,4.88,28.6,38.1762,39.0,38.4456,-0.8238,-0.2694,26.50795
1281.577,26.513,4.92,28.6,38.183,39.0,38.4524,-0.817,-0.2694,26.5126
1282.504,26.513,4.92,28.6,38.1891,39.0,38.4586,-0.8109,-0.2695,26.51013
1283.517,26.512,4.88,28.6,38.1957,39.0,38.4653,-0.8043,-0.2696,26.50895
1284.54,26.513,4.92,28.6,38.2024,39.0,38.4721,-0.7976,-0.2697,26.50972
1285.564,26.516,4.88,28.6,38.2091,39.0,38.4791,-0.7909,-0.2701,26.50892
1286.513,26.516,4.88,28.6,38.2152,39.0,38.4854,-0.7848,-0.2702,26.51294
1287.514,26.515,4.92,28.6,38.2218,39.0,38.492,-0.7782,-0.2702,26.51371
1288.533,26.515,4.92,28.6,38.2285,39.0,38.4988,-0.7715,-0.2703,26.51182
1289.557,26.516,4.84,28.6,38.2351,39.0,38.5057,-0.7649,-0.2706,26.50998
1290.584,26.518,4.92,28.6,38.2419,39.0,38.5125,-0.7581,-0.2707,26.5145
1291.522,26.518,4.88,28.6,38.248,39.0,38.5188,-0.752,-0.2708,26.5141
1292.526,26.518,4.88,28.6,38.2545,39.0,38.5254,-0.7455,-0.2709,26.51476
1293.556,26.519,4.88,28.6,38.2613,39.0,38.5323,-0.7387,-0.271,26.51468
1294.573,26.519,4.88,28.6,38.2679,39.0,38.539,-0.7321,-0.2711,26.5157
1295.526,26.519,4.92,28.6,38.2741,39.0,38.5453,-0.7259,-0.2712,26.51682
1296.529,26.516,4.88,28.6,38.2807,39.0,38.5518,-0.7193,-0.2712,26.51489
1297.55,26.518,4.92,28.6,38.2874,39.0,38.5587,-0.7126,-0.2713,26.51369
1298.571,26.518,4.88,28.6,38.294,39.0,38.5655,-0.706,-0.2715,26.51386
1299.593,26.516,4.88,28.6,38.3007,39.0,38.5722,-0.6993,-0.2715,26.51473
1300.621,26.516,4.88,28.6,38.3074,39.0,38.579,-0.6926,-0.2716,26.51277
1301.546,26.516,4.88,28.6,38.3134,39.0,38.5851,-0.6866,-0.2716,26.51309
1302.562,26.519,4.88,28.6,38.3201,39.0,38.592,-0.6799,-0.2719,26.51281
1303.586,26.519,4.92,28.6,38.3268,39.0,38.5988,-0.6732,-0.272,26.51662
1304.611,26.518,4.88,28.6,38.3335,39.0,38.6055,-0.6665,-0.2721,26.51486
1305.556,26.521,4.88,28.6,38.3396,39.0,38.612,-0.6604,-0.2724,26.515
1306.566,26.518,4.88,28.6,38.3462,39.0,38.6186,-0.6538,-0.2724,26.51772
1307.58,26.518,4.88,28.6,38.3528,39.0,38.6253,-0.6472,-0.2724,26.5148
1308.606,26.521,4.88,28.6,38.3595,39.0,38.6323,-0.6405,-0.2728,26.51476
1309.631,26.521,4.88,28.6,38.3662,39.0,38.639,-0.6338,-0.2729,26.51768
1310.563,26.518,4.88,28.6,38.3723,39.0,38.6451,-0.6277,-0.2729,26.51799
1311.574,26.521,4.88,28.6,38.3788,39.0,38.652,-0.6212,-0.2732,26.51483
1312.606,26.519,4.88,28.6,38.3856,39.0,38.6588,-0.6144,-0.2732,26.51767
1313.631,26.521,4.88,28.6,38.3923,39.0,38.6657,-0.6077,-0.2734,26.51577
1314.57,26.521,4.88,28.6,38.3984,39.0,38.6719,-0.6016,-0.2735,26.51798
1315.573,26.522,4.88,28.6,38.4049,39.0,38.6785,-0.5951,-0.2736,26.51779
1316.598,26.519,4.92,28.6,38.4116,39.0,38.6853,-0.5884,-0.2736,26.5196
1317.617,26.522,4.84,28.6,38.4182,39.0,38.6924,-0.5818,-0.2741,26.51403
1318.64,26.522,4.88,28.6,38.4249,39.0,38.6991,-0.5751,-0.2742,26.51957
1319.665,26.522,4.96,28.6,38.4317,39.0,38.7059,-0.5683,-0.2742,26.52053
1320.589,26.522,4.96,28.6,38.4378,39.0,38.7121,-0.5622,-0.2743,26.51911
1321.614,26.522,4.88,28.6,38.4445,39.0,38.719,-0.5555,-0.2745,26.51699
1322.636,26.522,4.88,28.6,38.4512,39.0,38.7257,-0.5488,-0.2746,26.51873
1323.578,26.519,4.92,28.6,38.4573,39.0,38.7319,-0.5427,-0.2746,26.51989
1324.58,26.519,4.88,28.6,38.4639,39.0,38.7386,-0.5361,-0.2747,26.51502
1325.609,26.522,4.92,28.6,38.4706,39.0,38.7456,-0.5294,-0.2749,26.5167
1326.631,26.522,4.92,28.6,38.4774,39.0,38.7524,-0.5226,-0.275,26.51878
1327.655,26.522,4.88,28.6,38.484,39.0,38.7592,-0.516,-0.2752,26.51788
1328.591,26.524,4.88,28.6,38.4901,39.0,38.7655,-0.5099,-0.2754,26.51902
1329.6,26.524,4.88,28.6,38.4967,39.0,38.7722,-0.5033,-0.2754,26.52075
1330.621,26.522,4.88,28.6,38.5034,39.0,38.7788,-0.4966,-0.2755,26.52072
1336.469,26.522,4.96,28.6,38.5421,39.0,38.8186,-0.4579,-0.2765,26.50662
1336.47,26.522,4.96,28.6,38.5421,39.0,38.8186,-0.4579,-0.2765,26.52191
1336.471,26.522,4.88,28.6,38.5421,39.0,38.8186,-0.4579,-0.2765,26.52022
1336.476,26.522,4.96,28.6,38.5421,39.0,38.8186,-0.4579,-0.2765,26.52375
1336.477,26.524,4.92,28.6,38.5421,39.0,38.8187,-0.4579,-0.2765,26.52112
1336.478,26.522,4.96,28.6,38.5422,39.0,38.8186,-0.4578,-0.2765,26.52487
1336.482,26.522,4.96,28.6,38.5422,39.0,38.8187,-0.4578,-0.2765,26.522
1336.663,26.525,4.88,28.6,38.5434,39.0,38.8201,-0.4566,-0.2767,26.51966
1337.609,26.525,4.88,28.6,38.5495,39.0,38.8263,-0.4505,-0.2768,26.52196
1338.615,26.522,4.88,28.6,38.5561,39.0,38.8329,-0.4439,-0.2768,26.52178
1339.634,26.522,4.88,28.6,38.5627,39.0,38.8396,-0.4373,-0.2769,26.51883
1340.657,26.522,4.92,28.6,38.5694,39.0,38.8464,-0.4306,-0.2769,26.51971
1341.68,26.524,4.88,28.6,38.5761,39.0,38.8533,-0.4239,-0.2772,26.51794
1342.626,26.527,4.88,28.6,38.5823,39.0,38.8598,-0.4177,-0.2775,26.52099
1343.631,26.524,4.88,28.6,38.5888,39.0,38.8663,-0.4112,-0.2775,26.52375
1344.656,26.522,4.88,28.6,38.5955,39.0,38.873,-0.4045,-0.2775,26.52078
1345.837,26.524,4.92,28.6,38.6033,39.0,38.881,-0.3967,-0.2777,26.51926
1346.698,26.524,4.92,28.6,38.6089,39.0,38.8867,-0.3911,-0.2778,26.52131
1347.634,26.527,4.84,28.6,38.615,39.0,38.8932,-0.385,-0.2783,26.51928
1348.644,26.527,4.88,28.6,38.6216,39.0,38.8999,-0.3784,-0.2783,26.52461
1349.666,26.525,4.88,28.6,38.6282,39.0,38.9066,-0.3718,-0.2783,26.52373
1350.702,26.528,4.88,28.6,38.635,39.0,38.9136,-0.365,-0.2787,26.52174
1351.728,26.525,4.88,28.6,38.6417,39.0,38.9203,-0.3583,-0.2787,26.52469
1352.645,26.525,4.88,28.6,38.6476,39.0,38.9264,-0.3524,-0.2787,26.52212
1353.664,26.528,4.88,28.6,38.6543,39.0,38.9333,-0.3457,-0.279,26.5218
1354.687,26.525,4.88,28.6,38.6609,39.0,38.94,-0.3391,-0.279,26.52471
1355.709,26.527,4.88,28.6,38.6676,39.0,38.9469,-0.3324,-0.2793,26.52181
1356.656,26.527,4.88,28.6,38.6738,39.0,38.9531,-0.3262,-0.2793,26.52398
1357.761,26.525,4.92,28.6,38.681,39.0,38.9604,-0.319,-0.2793,26.52441
1358.68,26.525,4.92,28.6,38.6871,39.0,38.9665,-0.3129,-0.2794,26.52217
1359.704,26.524,4.92,28.6,38.6938,39.0,38.9733,-0.3062,-0.2794,26.52185
1360.728,26.524,4.88,28.6,38.7005,39.0,38.9801,-0.2995,-0.2796,26.51997
1361.663,26.528,4.88,28.6,38.7066,39.0,38.9866,-0.2934,-0.28,26.52111
1362.681,26.527,4.88,28.6,38.7132,39.0,38.9932,-0.2868,-0.28,26.52476
1363.7,26.527,4.84,28.6,38.7198,39.0,39.0,-0.2802,-0.2802,26.52289
1364.725,26.528,4.88,28.6,38.7265,39.0,39.0067,-0.2735,-0.2803,26.52464
1365.747,26.528,4.88,28.6,38.7331,39.0,39.0135,-0.2669,-0.2803,26.52477
1366.675,26.528,4.88,28.6,38.7392,39.0,39.0196,-0.2608,-0.2804,26.52506
1367.691,26.531,4.92,28.6,38.7459,39.0,39.0265,-0.2541,-0.2806,26.5257
1368.714,26.527,4.88,28.6,38.7525,39.0,39.0332,-0.2475,-0.2806,26.52683
1369.738,26.528,4.88,28.6,38.7592,39.0,39.04,-0.2408,-0.2808,26.52381
1370.767,26.53,4.88,28.6,38.7659,39.0,39.0469,-0.2341,-0.281,26.52476
1371.684,26.53,4.88,28.6,38.7719,39.0,39.053,-0.2281,-0.2811,26.52707
1372.709,26.53,4.92,28.6,38.7786,39.0,39.0598,-0.2214,-0.2811,26.52765
1373.731,26.528,4.88,28.6,38.7853,39.0,39.0665,-0.2147,-0.2812,26.52589
1374.685,26.533,4.88,28.6,38.7915,39.0,39.0732,-0.2085,-0.2817,26.52502
1375.684,26.53,4.88,28.6,38.798,39.0,39.0797,-0.202,-0.2817,26.52975
1376.706,26.531,4.88,28.6,38.8047,39.0,39.0865,-0.1953,-0.2819,26.52678
1377.726,26.531,4.88,28.6,38.8113,39.0,39.0933,-0.1887,-0.2819,26.52775
1378.754,26.531,4.92,28.6,38.8181,39.0,39.1001,-0.1819,-0.282,26.52864
1379.698,26.533,4.88,28.6,38.8242,39.0,39.1065,-0.1758,-0.2823,26.52713
1380.699,26.533,4.88,28.6,38.8308,39.0,39.1131,-0.1692,-0.2824,26.52977
1381.721,26.531,4.88,28.6,38.8374,39.0,39.1198,-0.1626,-0.2824,26.52972
1382.746,26.531,4.88,28.6,38.8441,39.0,39.1266,-0.1559,-0.2825,26.52776
1383.773,26.536,4.88,28.6,38.8508,39.0,39.1338,-0.1492,-0.283,26.52775
1384.698,26.536,4.88,28.6,38.8568,39.0,39.1399,-0.1432,-0.2831,26.53295
1385.715,26.534,4.88,28.6,38.8634,39.0,39.1465,-0.1366,-0.2831,26.53268
1386.737,26.536,4.88,28.6,38.8701,40.0,39.1534,-1.1299,-0.2833,26.53072
1387.767,26.536,4.88,28.6,38.8768,40.0,39.1602,-1.1232,-0.2834,26.53264
1388.706,26.534,4.88,28.6,38.8829,40.0,39.1664,-1.1171,-0.2834,26.53294
1389.71,26.533,4.84,28.6,38.8894,40.0,39.1729,-1.1106,-0.2835,26.52989
1390.731,26.533,4.84,28.6,38.896,40.0,39.1796,-1.104,-0.2836,26.52972
1391.759,26.534,4.88,28.6,38.9027,40.0,39.1864,-1.0973,-0.2837,26.5306
1392.784,26.534,4.88,28.7,38.9094,40.0,39.1932,-1.0906,-0.2838,26.53073
1393.715,26.536,4.88,28.6,38.9155,40.0,39.1995,-1.0845,-0.284,26.53103
1394.725,26.533,4.88,28.6,38.9221,40.0,39.2061,-1.0779,-0.284,26.53273
1395.754,26.536,4.84,28.7,38.9287,40.0,39.2131,-1.0713,-0.2844,26.52886
1396.78,26.534,4.88,28.7,38.9354,40.0,39.2198,-1.0646,-0.2844,26.53355
1397.725,26.534,4.88,28.7,38.9416,40.0,39.2261,-1.0584,-0.2845,26.53101
1398.732,26.534,4.92,28.6,38.9482,40.0,39.2327,-1.0518,-0.2845,26.53171
1399.744,26.536,4.88,28.6,38.9548,40.0,39.2396,-1.0452,-0.2848,26.52993
1400.767,26.534,4.88,28.6,38.9614,40.0,39.2463,-1.0386,-0.2849,26.53271
1401.791,26.536,4.92,28.7,38.9682,40.0,39.2532,-1.0318,-0.285,26.53168
1402.82,26.536,4.88,28.7,38.9749,40.0,39.26,-1.0251,-0.2852,26.53184
1403.738,26.536,4.88,28.7,38.9809,40.0,39.2661,-1.0191,-0.2852,26.53306
1404.764,26.536,4.92,28.6,38.9876,40.0,39.2729,-1.0124,-0.2853,26.53363
1405.786,26.534,4.88,28.6,38.9943,40.0,39.2796,-1.0057,-0.2853,26.53188
1406.812,26.536,4.88,28.6,39.0009,40.0,39.2865,-0.9991,-0.2855,26.53078
1407.746,26.536,4.88,28.7,39.007,40.0,39.2927,-0.993,-0.2856,26.53302
1408.759,26.536,4.88,28.7,39.0136,40.0,39.2993,-0.9864,-0.2857,26.53278
1409.779,26.536,4.88,28.7,39.0203,40.0,39.3061,-0.9797,-0.2858,26.53276
1410.803,26.539,4.92,28.6,39.027,40.0,39.313,-0.973,-0.286,26.53366
1411.828,26.537,4.88,28.6,39.0337,40.0,39.3198,-0.9663,-0.2861,26.53481
1412.763,26.539,4.88,28.6,39.0398,40.0,39.3261,-0.9602,-0.2863,26.53402
1413.778,26.537,4.88,28.6,39.0464,40.0,39.3327,-0.9536,-0.2863,26.53572
1414.797,26.537,4.88,28.6,39.053,40.0,39.3394,-0.947,-0.2864,26.53377
1415.827,26.536,4.88,28.6,39.0598,40.0,39.3462,-0.9402,-0.2864,26.53373
1416.843,26.536,4.88,28.6,39.0664,40.0,39.3529,-0.9336,-0.2865,26.53281
1417.775,26.542,4.88,28.6,39.0725,40.0,39.3596,-0.9275,-0.2871,26.53307
1418.795,26.537,4.88,28.6,39.0791,40.0,39.3662,-0.9209,-0.2871,26.53864
1419.816,26.539,4.88,28.6,39.0858,40.0,39.3731,-0.9142,-0.2873,26.5338
1420.837,26.541,4.92,28.6,39.0925,40.0,39.3799,-0.9075,-0.2875,26.53663
1421.867,26.537,4.88,28.6,39.0992,40.0,39.3866,-0.9008,-0.2875,26.5368
1422.782,26.537,4.88,28.6,39.1051,40.0,39.3927,-0.8949,-0.2875,26.53413
1423.807,26.539,4.88,28.7,39.1118,40.0,39.3996,-0.8882,-0.2878,26.53378
1424.833,26.537,4.88,28.6,39.1185,40.0,39.4063,-0.8815,-0.2878,26.53573
1425.857,26.539,4.88,28.7,39.1252,40.0,39.4132,-0.8748,-0.288,26.5338
1426.785,26.542,4.88,28.6,39.1312,40.0,39.4195,-0.8688,-0.2883,26.53604
1427.806,26.541,4.92,28.7,39.1379,40.0,39.4263,-0.8621,-0.2883,26.53959
1428.931,26.541,4.88,28.7,39.1453,40.0,39.4338,-0.8547,-0.2885,26.53654
1429.849,26.541,4.88,28.7,39.1513,40.0,39.4398,-0.8487,-0.2886,26.53805
1430.791,26.541,4.84,28.7,39.1573,40.0,39.446,-0.8427,-0.2887,26.53708
1431.799,26.542,4.88,28.6,39.1639,40.0,39.4527,-0.8361,-0.2888,26.53864
1432.819,26.541,4.88,28.6,39.1706,40.0,39.4594,-0.8294,-0.2888,26.53872
1433.843,26.539,4.88,28.7,39.1772,40.0,39.4661,-0.8228,-0.2888,26.53774
1434.874,26.544,4.88,28.7,39.184,40.0,39.4733,-0.816,-0.2894,26.53577
1435.796,26.544,4.88,28.7,39.19,40.0,39.4794,-0.81,-0.2895,26.54098
1436.814,26.542,4.88,28.6,39.1966,40.0,39.4861,-0.8034,-0.2895,26.5407
1437.839,26.542,4.88,28.6,39.2033,40.0,39.4928,-0.7967,-0.2896,26.53873
