elapsed_s,voltage_V,current_A,temp_bat1_C,soc_cc_pct,soc_jk_pct,soc_ekf_pct,err_jk_pct,err_ekf_pct,v_pred_V
2369.634,26.656,4.92,28.8,45.2878,46.0,45.666,-0.7122,-0.3782,26.65245
2370.634,26.656,4.92,28.8,45.2943,46.0,45.6726,-0.7057,-0.3783,26.65223
2371.661,26.659,4.92,28.8,45.3011,46.0,45.6795,-0.6989,-0.3784,26.65213
2372.684,26.656,4.92,28.8,45.3078,46.0,45.6862,-0.6922,-0.3784,26.65504
2373.71,26.654,4.88,28.8,45.3145,46.0,45.6929,-0.6855,-0.3784,26.65131
2374.736,26.654,4.88,28.8,45.3212,46.0,45.6997,-0.6788,-0.3785,26.65016
2375.759,26.657,4.92,28.8,45.3279,46.0,45.7065,-0.6721,-0.3786,26.65101
2376.681,26.657,4.92,28.8,45.334,46.0,45.7126,-0.666,-0.3787,26.65347
2377.699,26.656,4.88,28.8,45.3406,46.0,45.7193,-0.6594,-0.3787,26.65229
2378.723,26.654,4.88,28.8,45.3473,46.0,45.726,-0.6527,-0.3787,26.65211
2379.657,26.657,4.88,28.8,45.3534,46.0,45.7322,-0.6466,-0.3789,26.65051
2380.673,26.657,4.88,28.8,45.36,46.0,45.7389,-0.64,-0.3789,26.65308
2381.701,26.656,4.88,28.8,45.3667,46.0,45.7456,-0.6333,-0.3789,26.65307
2382.717,26.656,4.88,28.8,45.3733,46.0,45.7523,-0.6267,-0.379,26.65215
2383.746,26.657,4.92,28.8,45.3801,46.0,45.7591,-0.6199,-0.379,26.65295
2384.679,26.659,4.88,28.8,45.3861,46.0,45.7653,-0.6139,-0.3792,26.6526
2385.69,26.661,4.88,28.8,45.3927,46.0,45.772,-0.6073,-0.3793,26.65507
2386.711,26.656,4.88,28.8,45.3994,46.0,45.7787,-0.6006,-0.3793,26.65699
2387.737,26.659,4.88,28.8,45.4061,46.0,45.7855,-0.5939,-0.3794,26.65217
2388.684,26.659,4.88,28.8,45.4122,46.0,45.7917,-0.5878,-0.3795,26.6553
2389.7,26.661,4.92,28.9,45.4189,46.0,45.7985,-0.5811,-0.3796,26.65594
2390.704,26.661,4.92,28.8,45.4255,46.0,45.8051,-0.5745,-0.3796,26.6571
2391.727,26.659,4.88,28.8,45.4322,46.0,45.8118,-0.5678,-0.3797,26.65619
2392.753,26.662,4.88,28.8,45.4389,46.0,45.8187,-0.5611,-0.3798,26.65506
2393.692,26.661,4.92,28.8,45.445,46.0,45.8249,-0.555,-0.3798,26.65913
2394.805,26.661,4.88,28.8,45.4523,46.0,45.8322,-0.5477,-0.3799,26.65588
2395.726,26.661,4.88,28.8,45.4583,46.0,45.8383,-0.5417,-0.38,26.65739
2396.749,26.657,4.88,28.8,45.465,46.0,45.8449,-0.535,-0.38,26.65702
2397.773,26.661,4.92,28.8,45.4717,46.0,45.8518,-0.5283,-0.3801,26.65401
2398.702,26.659,4.88,28.8,45.4777,46.0,45.8579,-0.5223,-0.3801,26.65651
2399.721,26.656,4.84,28.8,45.4843,46.0,45.8645,-0.5157,-0.3802,26.65424
2400.739,26.657,4.92,28.9,45.491,46.0,45.8712,-0.509,-0.3802,26.65385
2401.766,26.657,4.92,28.9,45.4978,46.0,45.878,-0.5022,-0.3802,26.65313
2402.789,26.661,4.92,28.8,45.5045,46.0,45.8849,-0.4955,-0.3804,26.65314
2403.717,26.661,4.88,28.8,45.5105,46.0,45.8911,-0.4895,-0.3805,26.65651
2404.734,26.659,4.92,28.8,45.5172,46.0,45.8977,-0.4828,-0.3805,26.6579
2405.756,26.661,4.88,28.8,45.5239,46.0,45.9046,-0.4761,-0.3807,26.65428
2406.788,26.662,4.88,28.8,45.5306,46.0,45.9114,-0.4694,-0.3808,26.65695
2407.724,26.662,4.88,28.8,45.5367,46.0,45.9175,-0.4633,-0.3808,26.65832
2408.726,26.659,4.88,28.9,45.5432,46.0,45.9241,-0.4568,-0.3808,26.65809
2409.754,26.662,4.88,28.9,45.5499,46.0,45.9309,-0.4501,-0.381,26.65509
2410.776,26.661,4.88,28.9,45.5566,46.0,45.9376,-0.4434,-0.381,26.65797
2411.804,26.661,4.92,28.9,45.5634,46.0,45.9444,-0.4366,-0.381,26.65788
2412.731,26.661,4.88,28.8,45.5694,46.0,45.9505,-0.4306,-0.3811,26.65658
2413.752,26.656,4.88,28.8,45.5761,46.0,45.9572,-0.4239,-0.3811,26.65703
2414.771,26.656,4.88,28.8,45.5827,46.0,45.9638,-0.4173,-0.3811,26.65221
2415.796,26.661,4.92,28.9,45.5894,46.0,45.9708,-0.4106,-0.3814,26.65298
2416.741,26.662,4.88,28.9,45.5956,46.0,45.9771,-0.4044,-0.3815,26.65645
2417.738,26.664,4.92,28.9,45.6021,46.0,45.9837,-0.3979,-0.3816,26.65894
2418.766,26.662,4.92,28.9,45.6089,46.0,45.9905,-0.3911,-0.3816,26.65997
2419.791,26.662,4.88,28.9,45.6156,47.0,45.9972,-1.3844,-0.3816,26.65721
2420.811,26.662,4.88,28.9,45.6222,47.0,46.0039,-1.3778,-0.3817,26.65801
2421.749,26.661,4.88,28.9,45.6283,47.0,46.0101,-1.3717,-0.3817,26.65834
2422.757,26.664,4.88,28.8,45.6349,47.0,46.0168,-1.3651,-0.3819,26.65711
2423.783,26.661,4.88,28.9,45.6416,47.0,46.0235,-1.3584,-0.3819,26.65992
2424.807,26.662,4.88,28.9,45.6483,47.0,46.0302,-1.3517,-0.382,26.65707
2425.748,26.661,4.88,28.8,45.6544,47.0,46.0364,-1.3456,-0.382,26.65831
2426.857,26.662,4.88,28.9,45.6616,47.0,46.0437,-1.3384,-0.3821,26.65673
2427.774,26.662,4.88,28.9,45.6676,47.0,46.0497,-1.3324,-0.3821,26.6584
2428.797,26.661,4.92,28.9,45.6743,47.0,46.0565,-1.3257,-0.3822,26.65888
2429.825,26.662,4.88,28.9,45.681,47.0,46.0633,-1.319,-0.3823,26.65622
2430.77,26.664,4.88,28.9,45.6872,47.0,46.0696,-1.3128,-0.3824,26.65829
2431.776,26.662,4.88,28.8,45.6937,47.0,46.0761,-1.3063,-0.3824,26.66002
2432.798,26.661,4.88,28.9,45.7004,47.0,46.0828,-1.2996,-0.3824,26.65805
2433.817,26.661,4.88,28.9,45.707,47.0,46.0895,-1.293,-0.3825,26.65707
2434.844,26.665,4.88,28.9,45.7137,47.0,46.0964,-1.2863,-0.3827,26.65703
2435.789,26.661,4.88,28.9,45.7199,47.0,46.1026,-1.2801,-0.3827,26.66121
2436.792,26.662,4.88,28.9,45.7264,47.0,46.1092,-1.2736,-0.3828,26.65717
2437.81,26.662,4.88,28.9,45.7331,47.0,46.1159,-1.2669,-0.3828,26.65803
2438.845,26.662,4.88,28.8,45.7398,47.0,46.1227,-1.2602,-0.3829,26.65798
2439.862,26.662,4.88,28.8,45.7464,47.0,46.1294,-1.2536,-0.3829,26.65804
2440.8,26.662,4.84,28.9,45.7525,47.0,46.1355,-1.2475,-0.383,26.65749
2441.807,26.661,4.92,28.9,45.7591,47.0,46.1421,-1.2409,-0.383,26.65975
2442.83,26.662,4.88,28.9,45.7658,47.0,46.1489,-1.2342,-0.3831,26.65626
2443.856,26.667,4.88,28.9,45.7725,47.0,46.1559,-1.2275,-0.3834,26.65799
2444.803,26.664,4.92,28.9,45.7787,47.0,46.1621,-1.2213,-0.3834,26.66401
2445.898,26.662,4.88,28.9,45.7858,47.0,46.1693,-1.2142,-0.3834,26.65894
2446.821,26.662,4.88,28.9,45.7919,47.0,46.1753,-1.2081,-0.3835,26.65842
2447.845,26.662,4.92,28.9,45.7986,47.0,46.1821,-1.2014,-0.3835,26.65888
2448.869,26.668,4.96,28.9,45.8054,47.0,46.1891,-1.1946,-0.3837,26.65892
2449.811,26.665,4.92,28.9,45.8116,47.0,46.1953,-1.1884,-0.3838,26.66336
2450.818,26.665,4.88,28.9,45.8181,47.0,46.202,-1.1819,-0.3838,26.66024
2451.845,26.665,4.88,28.9,45.8248,47.0,46.2087,-1.1752,-0.3839,26.66094
2452.867,26.665,4.88,28.9,45.8315,47.0,46.2154,-1.1685,-0.3839,26.66097
2453.89,26.665,4.88,28.9,45.8381,47.0,46.2221,-1.1619,-0.384,26.66097
2454.818,26.667,4.96,28.9,45.8443,47.0,46.2283,-1.1557,-0.3841,26.66304
2455.834,26.665,4.92,28.9,45.851,47.0,46.235,-1.149,-0.3841,26.66217
2456.857,26.665,4.88,28.9,45.8576,47.0,46.2418,-1.1424,-0.3842,26.66017
2457.884,26.664,4.84,28.9,45.8643,47.0,46.2485,-1.1357,-0.3842,26.66009
2458.819,26.664,4.84,28.9,45.8703,47.0,46.2546,-1.1297,-0.3843,26.6603
2459.828,26.664,4.88,28.9,45.8769,47.0,46.2612,-1.1231,-0.3843,26.66087
2460.859,26.665,4.92,28.9,45.8837,47.0,46.268,-1.1163,-0.3844,26.66083
2461.875,26.668,4.84,28.9,45.8902,47.0,46.2748,-1.1098,-0.3846,26.65932
2462.826,26.665,4.88,28.9,45.8964,47.0,46.281,-1.1036,-0.3846,26.66495
2463.833,26.662,4.88,28.9,45.903,47.0,46.2876,-1.097,-0.3846,26.66109
2464.952,26.662,4.88,28.9,45.9103,47.0,46.295,-1.0897,-0.3847,26.65772
2465.868,26.662,4.88,28.9,45.9163,47.0,46.301,-1.0837,-0.3847,26.65844
2466.922,26.664,4.84,28.9,45.9231,47.0,46.308,-1.0769,-0.3849,26.65707
2467.838,26.665,4.88,28.9,45.929,47.0,46.314,-1.071,-0.3849,26.66119
2468.843,26.665,4.88,28.9,45.9356,47.0,46.3206,-1.0644,-0.385,26.66105
2469.872,26.664,4.88,28.9,45.9423,47.0,46.3273,-1.0577,-0.385,26.66096
2470.89,26.668,4.88,28.9,45.9489,47.0,46.3342,-1.0511,-0.3852,26.66003
2471.913,26.668,4.88,28.9,45.9556,47.0,46.3409,-1.0444,-0.3853,26.66387
2472.846,26.667,4.92,28.9,45.9617,47.0,46.347,-1.0383,-0.3853,26.66512
2473.856,26.667,4.92,28.9,45.9684,47.0,46.3537,-1.0316,-0.3854,26.66305
2474.881,26.665,4.84,28.9,45.975,47.0,46.3604,-1.025,-0.3854,26.66126
2475.908,26.665,4.88,28.9,45.9817,47.0,46.3671,-1.0183,-0.3855,26.66179
2476.928,26.667,4.88,28.9,45.9883,47.0,46.3739,-1.0117,-0.3856,26.661
2477.955,26.67,4.88,28.9,45.995,47.0,46.3808,-1.005,-0.3858,26.6629
2478.875,26.67,4.88,28.9,46.001,47.0,46.3868,-0.999,-0.3858,26.66624
2479.898,26.665,4.88,28.9,46.0077,47.0,46.3935,-0.9923,-0.3858,26.66589
2480.921,26.665,4.88,28.9,46.0144,47.0,46.4002,-0.9856,-0.3859,26.66105
2481.946,26.668,4.88,28.9,46.021,47.0,46.4071,-0.979,-0.386,26.66098
2482.878,26.664,4.88,28.9,46.0271,47.0,46.4131,-0.9729,-0.386,26.66424
2483.897,26.668,4.88,28.9,46.0338,47.0,46.42,-0.9662,-0.3863,26.66008
2484.919,26.668,4.88,28.9,46.0404,47.0,46.4267,-0.9596,-0.3863,26.66388
2485.939,26.67,4.88,28.9,46.0471,47.0,46.4335,-0.9529,-0.3864,26.66394
2486.886,26.667,4.88,28.9,46.0532,47.0,46.4397,-0.9468,-0.3864,26.66616
2487.885,26.668,4.96,28.9,46.0599,47.0,46.4463,-0.9401,-0.3865,26.66479
2488.911,26.668,4.88,28.9,46.0665,47.0,46.4531,-0.9335,-0.3866,26.66229
2489.939,26.668,4.92,28.9,46.0733,47.0,46.4599,-0.9267,-0.3866,26.66474
2490.962,26.67,4.88,28.9,46.08,47.0,46.4668,-0.92,-0.3868,26.66312
2491.901,26.67,4.88,28.9,46.0861,47.0,46.4729,-0.9139,-0.3869,26.66618
2492.904,26.668,4.88,28.9,46.0926,47.0,46.4795,-0.9074,-0.3869,26.66597
2493.929,26.668,4.88,28.9,46.0993,47.0,46.4862,-0.9007,-0.3869,26.66395
2494.95,26.668,4.88,28.9,46.106,47.0,46.4929,-0.894,-0.387,26.66394
2495.979,26.67,4.88,28.9,46.1127,47.0,46.4998,-0.8873,-0.3871,26.66391
2497.004,26.67,4.92,28.9,46.1194,47.0,46.5066,-0.8806,-0.3872,26.66671
2497.925,26.67,4.92,28.9,46.1255,47.0,46.5127,-0.8745,-0.3872,26.66633
2498.944,26.667,4.88,28.9,46.1321,47.0,46.5193,-0.8679,-0.3872,26.66509
2499.972,26.667,4.92,28.9,46.1388,47.0,46.5261,-0.8612,-0.3873,26.66382
2500.914,26.671,4.88,28.9,46.145,47.0,46.5325,-0.855,-0.3875,26.66246
2501.914,26.665,4.88,28.9,46.1515,47.0,46.539,-0.8485,-0.3875,26.6669
2502.943,26.671,4.88,28.9,46.1582,47.0,46.546,-0.8418,-0.3878,26.66105
2503.964,26.671,4.88,28.9,46.1649,47.0,46.5527,-0.8351,-0.3878,26.6668
2504.99,26.67,4.88,28.9,46.1716,47.0,46.5594,-0.8284,-0.3879,26.66686
2505.931,26.668,4.92,28.9,46.1777,47.0,46.5656,-0.8223,-0.3879,26.66708
2506.931,26.668,4.88,28.9,46.1843,47.0,46.5722,-0.8157,-0.3879,26.66325
2507.96,26.67,4.92,28.9,46.191,47.0,46.5791,-0.809,-0.388,26.66476
2508.996,26.67,4.88,28.9,46.1978,47.0,46.5859,-0.8022,-0.3881,26.66501
2510.011,26.673,4.88,28.9,46.2044,47.0,46.5927,-0.7956,-0.3883,26.66592
2510.931,26.673,4.88,28.9,46.2104,47.0,46.5987,-0.7896,-0.3884,26.66921
2511.951,26.67,4.88,28.9,46.217,47.0,46.6054,-0.783,-0.3884,26.66885
2512.977,26.668,4.88,28.9,46.2237,47.0,46.6121,-0.7763,-0.3884,26.66593
2514.001,26.67,4.88,28.9,46.2304,47.0,46.6189,-0.7696,-0.3885,26.66396
2514.939,26.671,4.88,28.9,46.2365,47.0,46.6251,-0.7635,-0.3886,26.66621
2515.947,26.67,4.88,28.9,46.2431,47.0,46.6317,-0.7569,-0.3886,26.66693
2516.971,26.67,4.88,28.9,46.2497,47.0,46.6384,-0.7503,-0.3887,26.66591
2517.99,26.671,4.88,28.9,46.2564,47.0,46.6452,-0.7436,-0.3888,26.66592
2519.014,26.671,4.92,28.9,46.2631,47.0,46.6519,-0.7369,-0.3888,26.66772
2519.949,26.671,4.88,28.9,46.2692,47.0,46.6581,-0.7308,-0.3889,26.66642
2520.961,26.67,4.92,28.9,46.2759,47.0,46.6648,-0.7241,-0.3889,26.66777
2521.991,26.671,4.92,28.9,46.2826,47.0,46.6716,-0.7174,-0.389,26.66594
2523.017,26.671,4.92,28.9,46.2894,47.0,46.6784,-0.7106,-0.3891,26.66689
2523.956,26.671,4.88,28.9,46.2955,47.0,46.6846,-0.7045,-0.3891,26.6664
2524.959,26.671,4.92,28.9,46.3021,47.0,46.6913,-0.6979,-0.3892,26.66781
2525.978,26.673,4.88,28.9,46.3087,47.0,46.6981,-0.6913,-0.3894,26.6661
2527.003,26.667,4.88,28.9,46.3154,47.0,46.7047,-0.6846,-0.3893,26.6688
2528.027,26.668,4.88,28.8,46.3221,47.0,46.7115,-0.6779,-0.3894,26.66305
2529.055,26.671,4.88,28.9,46.3288,47.0,46.7184,-0.6712,-0.3896,26.66392
2529.976,26.671,4.88,28.9,46.3348,47.0,46.7244,-0.6652,-0.3897,26.66725
2531.0,26.671,4.88,28.8,46.3415,47.0,46.7312,-0.6585,-0.3897,26.66689
2532.024,26.67,4.92,28.8,46.3482,47.0,46.7379,-0.6518,-0.3897,26.66774
2532.97,26.673,4.92,28.9,46.3544,47.0,46.7443,-0.6456,-0.3899,26.66627
2533.974,26.67,4.92,28.9,46.361,47.0,46.7509,-0.639,-0.3899,26.66892
2534.994,26.67,4.92,28.9,46.3677,47.0,46.7577,-0.6323,-0.39,26.666
2536.016,26.67,4.92,28.9,46.3744,47.0,46.7644,-0.6256,-0.39,26.66595
2537.044,26.673,4.88,28.9,46.3811,47.0,46.7714,-0.6189,-0.3903,26.66508
2537.986,26.671,4.88,28.9,46.3873,47.0,46.7775,-0.6127,-0.3903,26.66912
2538.985,26.671,4.88,28.9,46.3938,47.0,46.7841,-0.6062,-0.3903,26.66702
2540.009,26.67,4.88,28.9,46.4004,47.0,46.7908,-0.5996,-0.3904,26.66689
2541.035,26.668,4.88,28.9,46.4071,47.0,46.7975,-0.5929,-0.3904,26.66592
2542.06,26.668,4.88,28.9,46.4138,47.0,46.8042,-0.5862,-0.3904,26.66398
2542.989,26.674,4.88,28.9,46.4199,47.0,46.8106,-0.5801,-0.3907,26.66432
2544.002,26.671,4.88,28.9,46.4265,47.0,46.8172,-0.5735,-0.3907,26.6698
2545.027,26.67,4.92,28.9,46.4332,47.0,46.8239,-0.5668,-0.3907,26.66778
2546.053,26.668,4.88,28.9,46.4399,47.0,46.8307,-0.5601,-0.3908,26.66512
2546.998,26.671,4.92,28.9,46.4461,47.0,46.837,-0.5539,-0.3909,26.66513
2548.0,26.671,4.92,28.9,46.4527,47.0,46.8436,-0.5473,-0.391,26.66699
2549.019,26.671,4.92,28.9,46.4594,47.0,46.8504,-0.5406,-0.391,26.66695
2550.044,26.671,4.88,28.9,46.4661,47.0,46.8572,-0.5339,-0.3911,26.66608
2551.072,26.671,4.88,28.9,46.4728,47.0,46.8639,-0.5272,-0.3912,26.66687
2551.998,26.671,4.88,28.9,46.4788,47.0,46.87,-0.5212,-0.3912,26.66728
2553.02,26.674,4.88,28.9,46.4854,47.0,46.8768,-0.5146,-0.3914,26.66691
2554.041,26.671,4.92,28.9,46.4922,47.0,46.8836,-0.5078,-0.3914,26.67066
2555.062,26.671,4.92,28.9,46.4989,47.0,46.8903,-0.5011,-0.3915,26.66699
2556.01,26.673,4.88,28.9,46.505,47.0,46.8967,-0.495,-0.3916,26.66638
2557.012,26.673,4.88,28.9,46.5116,47.0,46.9033,-0.4884,-0.3917,26.66891
2558.033,26.671,4.92,28.9,46.5183,47.0,46.91,-0.4817,-0.3917,26.66972
2559.058,26.67,4.92,28.9,46.525,47.0,46.9167,-0.475,-0.3917,26.66697
2560.085,26.674,4.92,28.9,46.5318,47.0,46.9237,-0.4682,-0.392,26.66596
2561.109,26.67,4.92,28.9,46.5385,47.0,46.9304,-0.4615,-0.392,26.66982
2562.026,26.67,4.92,28.9,46.5445,47.0,46.9365,-0.4555,-0.392,26.66642
2563.052,26.671,4.88,28.9,46.5512,47.0,46.9433,-0.4488,-0.3921,26.66511
2564.076,26.67,4.88,28.9,46.5579,47.0,46.95,-0.4421,-0.3922,26.66688
2565.022,26.673,4.88,28.9,46.5641,47.0,46.9564,-0.4359,-0.3923,26.66624
2566.026,26.671,4.88,28.9,46.5706,47.0,46.9629,-0.4294,-0.3923,26.66891
2567.052,26.674,4.92,28.9,46.5773,48.0,46.9698,-1.4227,-0.3925,26.66777
2568.067,26.674,4.92,28.9,46.584,48.0,46.9766,-1.416,-0.3925,26.66989
2569.091,26.673,4.92,28.9,46.5907,48.0,46.9833,-1.4093,-0.3926,26.66988
2570.04,26.671,4.84,28.9,46.5969,48.0,46.9895,-1.4031,-0.3926,26.66751
2571.04,26.671,4.92,28.9,46.6034,48.0,46.9961,-1.3966,-0.3926,26.66867
2572.064,26.671,4.88,28.9,46.6101,48.0,47.0029,-1.3899,-0.3927,26.66612
2573.088,26.673,4.92,28.8,46.6168,48.0,47.0097,-1.3832,-0.3928,26.66775
2574.112,26.673,4.92,28.8,46.6236,48.0,47.0165,-1.3764,-0.3929,26.66889
2575.046,26.67,4.92,28.9,46.6297,48.0,47.0226,-1.3703,-0.3929,26.66925
2576.057,26.671,4.84,28.9,46.6362,48.0,47.0293,-1.3638,-0.3931,26.66437
2577.077,26.671,4.88,28.9,46.6429,48.0,47.036,-1.3571,-0.3931,26.66771
2578.103,26.671,4.88,28.9,46.6496,48.0,47.0427,-1.3504,-0.3932,26.66692
2579.126,26.674,4.92,28.9,46.6563,48.0,47.0496,-1.3437,-0.3933,26.66777
2580.155,26.676,4.92,28.8,46.6631,48.0,47.0565,-1.3369,-0.3935,26.66984
2581.072,26.676,4.92,28.8,46.6691,48.0,47.0626,-1.3309,-0.3935,26.67224
2582.101,26.673,4.96,28.9,46.6759,48.0,47.0694,-1.3241,-0.3935,26.67268
2583.124,26.677,4.84,28.9,46.6825,48.0,47.0763,-1.3175,-0.3938,26.66645
2584.07,26.676,4.88,28.9,46.6887,48.0,47.0825,-1.3113,-0.3938,26.67384
2585.074,26.673,4.92,28.9,46.6953,48.0,47.0891,-1.3047,-0.3938,26.67277
2586.095,26.673,4.88,28.9,46.7019,48.0,47.0959,-1.2981,-0.3939,26.66813
2587.124,26.673,4.88,28.9,46.7086,48.0,47.1026,-1.2914,-0.394,26.66885
2588.141,26.67,4.84,28.9,46.7152,48.0,47.1092,-1.2848,-0.394,26.66806
2589.075,26.674,4.88,28.9,46.7213,48.0,47.1155,-1.2787,-0.3942,26.66713
2590.087,26.676,4.92,28.9,46.728,48.0,47.1222,-1.272,-0.3943,26.67072
2591.107,26.671,4.92,28.8,46.7347,48.0,47.1289,-1.2653,-0.3943,26.67185
2592.134,26.673,4.92,28.8,46.7414,48.0,47.1358,-1.2586,-0.3944,26.66701
2593.078,26.673,4.92,28.8,46.7476,48.0,47.1421,-1.2524,-0.3945,26.6692
2594.079,26.674,4.88,28.9,46.7541,48.0,47.1487,-1.2459,-0.3946,26.66816
2595.102,26.676,4.92,28.9,46.7609,48.0,47.1555,-1.2391,-0.3947,26.67069
2596.125,26.676,4.88,28.9,46.7675,48.0,47.1623,-1.2325,-0.3948,26.671
2597.156,26.674,4.92,28.9,46.7743,48.0,47.1691,-1.2257,-0.3948,26.67263
2598.083,26.673,4.88,28.9,46.7803,48.0,47.1752,-1.2197,-0.3948,26.66947
2599.101,26.674,4.88,28.9,46.787,48.0,47.1819,-1.213,-0.3949,26.66892
2600.119,26.674,4.88,28.9,46.7936,48.0,47.1886,-1.2064,-0.395,26.66987
2601.142,26.674,4.92,28.9,46.8003,48.0,47.1954,-1.1997,-0.395,26.67071
2602.096,26.676,4.84,28.8,46.8065,48.0,47.2017,-1.1935,-0.3953,26.66849
2603.099,26.677,4.92,28.9,46.8131,48.0,47.2084,-1.1869,-0.3953,26.67352
2604.113,26.676,4.88,28.9,46.8197,48.0,47.215,-1.1803,-0.3954,26.67204
2605.145,26.674,4.88,28.9,46.8264,48.0,47.2218,-1.1736,-0.3954,26.6718
2606.164,26.674,4.88,28.9,46.8331,48.0,47.2285,-1.1669,-0.3954,26.66991
2607.105,26.674,4.88,28.9,46.8392,48.0,47.2347,-1.1608,-0.3955,26.6702
2608.114,26.677,4.92,28.9,46.8458,48.0,47.2415,-1.1542,-0.3956,26.67078
2609.129,26.674,4.88,28.9,46.8524,48.0,47.2481,-1.1476,-0.3957,26.672
2610.154,26.677,4.88,28.9,46.8591,48.0,47.255,-1.1409,-0.3958,26.66989
2611.179,26.676,4.96,28.9,46.8659,48.0,47.2618,-1.1341,-0.3958,26.67446
2612.203,26.677,4.92,28.9,46.8726,48.0,47.2686,-1.1274,-0.396,26.67108
2613.125,26.677,4.92,28.9,46.8787,48.0,47.2747,-1.1213,-0.396,26.67322
2614.155,26.676,4.88,28.9,46.8854,48.0,47.2815,-1.1146,-0.3961,26.67198
2615.171,26.674,4.88,28.9,46.892,48.0,47.2881,-1.108,-0.3961,26.67186
2616.124,26.677,4.92,28.9,46.8983,48.0,47.2945,-1.1017,-0.3962,26.67102
2617.125,26.674,4.88,28.9,46.9048,48.0,47.3011,-1.0952,-0.3963,26.67207
2618.147,26.679,4.92,28.9,46.9115,48.0,47.308,-1.0885,-0.3965,26.67076
2619.171,26.679,4.92,28.9,46.9183,48.0,47.3148,-1.0817,-0.3966,26.67475
2620.196,26.677,4.88,28.9,46.9249,48.0,47.3216,-1.0751,-0.3966,26.67395
2621.127,26.676,4.92,28.9,46.9311,48.0,47.3277,-1.0689,-0.3966,26.67404
2622.138,26.677,4.92,28.9,46.9377,48.0,47.3344,-1.0623,-0.3967,26.67195
2623.159,26.679,4.88,28.9,46.9444,48.0,47.3413,-1.0556,-0.3969,26.672
2624.186,26.676,4.96,28.9,46.9512,48.0,47.3481,-1.0488,-0.3969,26.67641
2625.209,26.676,4.96,28.9,46.9579,48.0,47.3549,-1.0421,-0.397,26.67197
2626.144,26.677,4.88,28.9,46.964,48.0,47.3612,-1.036,-0.3971,26.67057
2627.157,26.676,4.88,28.9,46.9706,48.0,47.3678,-1.0294,-0.3972,26.67283
2628.179,26.679,4.88,28.9,46.9773,48.0,47.3746,-1.0227,-0.3974,26.67186
2629.2,26.677,4.92,28.9,46.984,48.0,47.3814,-1.016,-0.3974,26.67559
2630.152,26.677,4.88,28.9,46.9902,48.0,47.3877,-1.0098,-0.3974,26.67233
2631.254,26.68,4.88,28.9,46.9974,48.0,47.395,-1.0026,-0.3977,26.6725
2632.175,26.68,4.88,28.9,47.0034,48.0,47.4011,-0.9966,-0.3977,26.67613
2633.196,26.674,4.96,28.9,47.0102,48.0,47.4078,-0.9898,-0.3977,26.67746
2634.219,26.676,4.88,28.9,47.0168,48.0,47.4147,-0.9832,-0.3979,26.66837
2635.159,26.68,4.88,28.9,47.023,48.0,47.4211,-0.977,-0.3981,26.67213
2636.165,26.68,4.88,28.9,47.0295,48.0,47.4277,-0.9705,-0.3982,26.67578
2637.188,26.677,4.92,28.9,47.0362,48.0,47.4344,-0.9638,-0.3982,26.67661
2638.213,26.677,4.92,28.9,47.043,48.0,47.4412,-0.957,-0.3983,26.6729
2639.238,26.68,4.88,28.9,47.0496,48.0,47.4481,-0.9504,-0.3985,26.67201
2640.173,26.679,4.88,28.9,47.0557,48.0,47.4543,-0.9443,-0.3985,26.67607
2641.184,26.677,4.88,28.9,47.0623,48.0,47.4609,-0.9377,-0.3985,26.67485
2642.211,26.677,4.92,28.9,47.0691,48.0,47.4677,-0.9309,-0.3986,26.67369
2643.24,26.677,4.92,28.9,47.0758,48.0,47.4745,-0.9242,-0.3987,26.67285
2644.26,26.679,4.92,28.9,47.0825,48.0,47.4813,-0.9175,-0.3988,26.67288
2645.192,26.679,4.92,28.9,47.0887,48.0,47.4875,-0.9113,-0.3989,26.67516
2646.202,26.679,4.88,28.9,47.0952,48.0,47.4942,-0.9048,-0.3989,26.67404
2647.224,26.679,4.88,28.9,47.1019,48.0,47.5009,-0.8981,-0.399,26.67479
2648.252,26.679,4.88,28.9,47.1086,48.0,47.5077,-0.8914,-0.3991,26.67477
2649.197,26.677,4.92,28.9,47.1148,48.0,47.5139,-0.8852,-0.3991,26.67595
2650.305,26.679,4.92,28.9,47.1221,48.0,47.5213,-0.8779,-0.3992,26.67258
2651.217,26.679,4.92,28.9,47.1281,48.0,47.5274,-0.8719,-0.3993,26.67524
2652.244,26.679,4.84,28.9,47.1347,48.0,47.5342,-0.8653,-0.3994,26.67313
2653.272,26.679,4.88,28.9,47.1414,48.0,47.5409,-0.8586,-0.3995,26.67556
2654.207,26.68,4.92,28.9,47.1476,48.0,47.5471,-0.8524,-0.3995,26.676
2655.212,26.68,4.84,28.9,47.1541,48.0,47.5537,-0.8459,-0.3997,26.6742
2656.242,26.68,4.88,28.9,47.1608,48.0,47.5605,-0.8392,-0.3997,26.67654
2657.26,26.68,4.88,28.9,47.1674,48.0,47.5672,-0.8326,-0.3998,26.67581
2658.287,26.679,4.88,28.9,47.1741,48.0,47.5739,-0.8259,-0.3998,26.67576
2659.216,26.677,4.96,28.9,47.1803,48.0,47.5801,-0.8197,-0.3998,26.67687
2660.233,26.68,4.88,28.9,47.1869,48.0,47.587,-0.8131,-0.4001,26.6713
2661.253,26.68,4.92,28.9,47.1936,48.0,47.5937,-0.8064,-0.4001,26.67657
